FireIncidentAddress,FireIncidentAlarmDateTime,FireIncidentApparatusApparatus,FireIncidentApparatusClearTime,FireIncidentApparatusDispatchTime,FireIncidentApparatusEnrouteTime,FireIncidentArrivalDateTime,FireIncidentIncidentType,FireIncidentShift,FireIncidentStation,
4949 16 AVE S,05/11/2017 14:07:48,TRUCK2,05/11/2017 14:16:25,05/11/2017 14:12:12,05/11/2017 14:12:36,05/11/2017 14:12:14,"Smoke detector activation, no fi",C Shift,Fargo Station 5,
4949 16 AVE S,05/11/2017 14:07:48,TRUCK1,05/11/2017 14:12:12,05/11/2017 14:09:04,,05/11/2017 14:12:14,"Smoke detector activation, no fi",C Shift,Fargo Station 5,
4949 16 AVE S,05/11/2017 14:07:48,807,05/11/2017 14:16:20,05/11/2017 14:09:04,05/11/2017 14:09:29,05/11/2017 14:12:14,"Smoke detector activation, no fi",C Shift,Fargo Station 5,
4949 16 AVE S,05/11/2017 14:07:48,805,05/11/2017 14:27:44,05/11/2017 14:09:04,05/11/2017 14:09:36,05/11/2017 14:12:14,"Smoke detector activation, no fi",C Shift,Fargo Station 5,
4949 16 AVE S,05/11/2017 14:07:48,804,05/11/2017 14:16:42,05/11/2017 14:09:04,05/11/2017 14:10:48,05/11/2017 14:12:14,"Smoke detector activation, no fi",C Shift,Fargo Station 5,
4949 16 AVE S,05/11/2017 14:07:48,802,05/11/2017 14:16:28,05/11/2017 14:09:04,05/11/2017 14:10:12,05/11/2017 14:12:14,"Smoke detector activation, no fi",C Shift,Fargo Station 5,
1341 8 AVE N,05/11/2017 14:25:47,801,05/11/2017 14:43:05,05/11/2017 14:27:51,05/11/2017 14:28:11,05/11/2017 14:32:54,"Medical assist, assist EMS crew",C Shift,Fargo Station 1,
566 42 ST S,05/11/2017 14:26:08,805,05/11/2017 14:42:51,05/11/2017 14:29:30,05/11/2017 14:29:41,05/11/2017 14:32:49,"EMS call, excluding vehicle acci",C Shift,Fargo Station 5,
566 42 ST S,05/11/2017 14:26:08,804,05/11/2017 14:29:32,05/11/2017 14:27:12,05/11/2017 14:28:30,05/11/2017 14:32:49,"EMS call, excluding vehicle acci",C Shift,Fargo Station 5,
710 BROADWAY N,05/11/2017 14:31:51,BATT1,05/11/2017 14:43:53,05/11/2017 14:33:00,05/11/2017 14:34:14,05/11/2017 14:38:38,HazMat release investigation w/n,C Shift,Fargo Station 1,
710 BROADWAY N,05/11/2017 14:31:51,TRUCK1,05/11/2017 14:43:52,05/11/2017 14:33:00,05/11/2017 14:33:58,05/11/2017 14:38:38,HazMat release investigation w/n,C Shift,Fargo Station 1,
710 BROADWAY N,05/11/2017 14:31:51,807,05/11/2017 14:43:18,05/11/2017 14:33:00,05/11/2017 14:33:39,05/11/2017 14:38:38,HazMat release investigation w/n,C Shift,Fargo Station 1,
710 BROADWAY N,05/11/2017 14:31:51,804,05/11/2017 14:43:57,05/11/2017 14:33:00,05/11/2017 14:33:40,05/11/2017 14:38:38,HazMat release investigation w/n,C Shift,Fargo Station 1,
710 BROADWAY N,05/11/2017 14:31:51,803,05/11/2017 14:50:58,05/11/2017 14:33:00,05/11/2017 14:34:00,05/11/2017 14:38:38,HazMat release investigation w/n,C Shift,Fargo Station 1,
710 BROADWAY N,05/11/2017 14:31:51,802,05/11/2017 14:43:00,05/11/2017 14:33:00,05/11/2017 14:34:00,05/11/2017 14:38:38,HazMat release investigation w/n,C Shift,Fargo Station 1,
1258 BROADWAY N,05/11/2017 15:29:31,801,05/11/2017 15:39:33,05/11/2017 15:30:48,05/11/2017 15:31:25,05/11/2017 15:36:04,"Medical assist, assist EMS crew",C Shift,Fargo Station 1,
1345 4 ST N,05/11/2017 15:35:09,TRUCK1,05/11/2017 16:07:33,05/11/2017 15:37:07,05/11/2017 15:37:13,05/11/2017 15:39:51,Carbon monoxide incident,C Shift,Fargo Station 1,
1345 4 ST N,05/11/2017 15:35:09,803,05/11/2017 15:37:09,05/11/2017 15:35:41,,05/11/2017 15:39:51,Carbon monoxide incident,C Shift,Fargo Station 1,
3901 40 AVE S,05/11/2017 15:37:56,BATT2,05/11/2017 16:03:04,05/11/2017 15:38:58,05/11/2017 15:40:05,05/11/2017 15:45:48,"Alarm system activation, no fire",C Shift,Fargo Station 7,
3901 40 AVE S,05/11/2017 15:37:56,TRUCK2,05/11/2017 15:50:26,05/11/2017 15:38:58,05/11/2017 15:40:42,05/11/2017 15:45:48,"Alarm system activation, no fire",C Shift,Fargo Station 7,
3901 40 AVE S,05/11/2017 15:37:56,807,05/11/2017 15:56:16,05/11/2017 15:38:58,05/11/2017 15:40:06,05/11/2017 15:45:48,"Alarm system activation, no fire",C Shift,Fargo Station 7,
3901 40 AVE S,05/11/2017 15:37:56,805,05/11/2017 15:50:25,05/11/2017 15:38:58,05/11/2017 15:40:08,05/11/2017 15:45:48,"Alarm system activation, no fire",C Shift,Fargo Station 7,
3901 40 AVE S,05/11/2017 15:37:56,804,05/11/2017 15:50:29,05/11/2017 15:38:58,05/11/2017 15:39:10,05/11/2017 15:45:48,"Alarm system activation, no fire",C Shift,Fargo Station 7,
3901 40 AVE S,05/11/2017 15:37:56,802,05/11/2017 15:50:29,05/11/2017 15:38:58,05/11/2017 15:39:52,05/11/2017 15:45:48,"Alarm system activation, no fire",C Shift,Fargo Station 7,
 17 AVE N /  4 ST N,05/11/2017 15:56:46,803,05/11/2017 16:14:39,05/11/2017 15:58:38,05/11/2017 15:59:58,05/11/2017 16:05:00,"Vehicle accident, general cleanu",C Shift,Fargo Station 3,
1519 1 AVE S,05/11/2017 16:49:21,TRUCK1,05/11/2017 16:58:26,05/11/2017 16:51:39,05/11/2017 16:51:55,05/11/2017 16:55:06,EMS Cancelled on Arrival,C Shift,Fargo Station 4,
1519 1 AVE S,05/11/2017 16:49:21,801,05/11/2017 16:51:32,05/11/2017 16:50:33,05/11/2017 16:50:53,05/11/2017 16:55:06,EMS Cancelled on Arrival,C Shift,Fargo Station 4,
2210 6 AVE S,05/11/2017 16:54:13,BATT1,05/11/2017 17:07:36,05/11/2017 16:55:53,05/11/2017 16:56:58,05/11/2017 17:02:14,"Smoke detector activation, no fi",C Shift,Fargo Station 4,
2210 6 AVE S,05/11/2017 16:54:13,TRUCK2,05/11/2017 16:58:48,05/11/2017 16:55:53,05/11/2017 16:56:56,05/11/2017 17:02:14,"Smoke detector activation, no fi",C Shift,Fargo Station 4,
2210 6 AVE S,05/11/2017 16:54:13,TRUCK1,05/11/2017 17:05:11,05/11/2017 16:59:10,05/11/2017 16:59:13,05/11/2017 17:02:14,"Smoke detector activation, no fi",C Shift,Fargo Station 4,
2210 6 AVE S,05/11/2017 16:54:13,805,05/11/2017 17:05:22,05/11/2017 16:55:53,05/11/2017 16:57:12,05/11/2017 17:02:14,"Smoke detector activation, no fi",C Shift,Fargo Station 4,
2210 6 AVE S,05/11/2017 16:54:13,803,05/11/2017 17:05:09,05/11/2017 16:55:53,05/11/2017 16:56:54,05/11/2017 17:02:14,"Smoke detector activation, no fi",C Shift,Fargo Station 4,
2210 6 AVE S,05/11/2017 16:54:13,802,05/11/2017 17:09:57,05/11/2017 16:55:53,05/11/2017 16:56:47,05/11/2017 17:02:14,"Smoke detector activation, no fi",C Shift,Fargo Station 4,
2210 6 AVE S,05/11/2017 16:54:13,801,05/11/2017 17:15:19,05/11/2017 16:55:53,05/11/2017 16:56:18,05/11/2017 17:02:14,"Smoke detector activation, no fi",C Shift,Fargo Station 4,
4815 16 AVE S,05/11/2017 17:51:37,805,05/11/2017 18:07:30,05/11/2017 17:55:52,05/11/2017 17:57:07,05/11/2017 18:01:22,EMS Cancelled on Arrival,C Shift,Fargo Station 5,
3343 31 AVE S,05/11/2017 18:06:37,802,05/11/2017 18:20:50,05/11/2017 18:08:15,05/11/2017 18:09:38,05/11/2017 18:14:14,"EMS call, excluding vehicle acci",C Shift,Fargo Station 2,
3131 27 ST S,05/11/2017 18:15:26,804,05/11/2017 18:21:35,05/11/2017 18:18:40,05/11/2017 18:19:37,05/11/2017 18:24:47,EMS Cancelled on Arrival,C Shift,Fargo Station 2,
3131 27 ST S,05/11/2017 18:15:26,802,05/11/2017 18:26:14,05/11/2017 18:21:35,05/11/2017 18:21:42,05/11/2017 18:24:47,EMS Cancelled on Arrival,C Shift,Fargo Station 2,
 I 29 /  32 AVE S,05/11/2017 18:33:32,802,05/11/2017 19:05:28,05/11/2017 18:34:23,05/11/2017 18:35:37,05/11/2017 18:39:11,Off-road vehicle or heavy equipm,C Shift,Fargo Station 2,
2525 BROADWAY N,05/11/2017 18:42:17,803,05/11/2017 18:59:33,05/11/2017 18:43:39,05/11/2017 18:44:21,05/11/2017 18:45:41,"EMS call, excluding vehicle acci",C Shift,Fargo Station 3,
1858 34 ST S,05/11/2017 18:59:08,805,05/11/2017 19:22:46,05/11/2017 18:59:57,05/11/2017 19:00:34,05/11/2017 19:05:34,"Medical assist, assist EMS crew",C Shift,Fargo Station 5,
 7 AVE N /  27 ST N,05/11/2017 19:20:49,804,05/11/2017 19:53:36,05/11/2017 19:22:34,05/11/2017 19:23:26,05/11/2017 19:25:15,"EMS call, excluding vehicle acci",C Shift,Fargo Station 4,
1345 4 ST N,05/11/2017 19:30:14,801,05/11/2017 19:55:25,05/11/2017 19:30:36,05/11/2017 19:31:02,05/11/2017 19:38:19,Carbon monoxide detector activat,C Shift,Fargo Station 1,
 12 ST N /  1 AVE N,05/11/2017 20:06:27,801,05/11/2017 20:14:55,05/11/2017 20:06:45,05/11/2017 20:07:16,05/11/2017 20:09:39,"Medical assist, assist EMS crew",C Shift,Fargo Station 1,
1519 1 AVE S,05/11/2017 20:24:15,804,05/11/2017 20:34:18,05/11/2017 20:24:36,05/11/2017 20:25:29,05/11/2017 20:28:21,"Medical assist, assist EMS crew",C Shift,Fargo Station 4,
1445 WEST GATEWAY CIR S,05/11/2017 20:25:37,TRUCK1,05/11/2017 20:47:15,05/11/2017 20:28:41,,05/11/2017 20:33:20,"Medical assist, assist EMS crew",C Shift,Fargo Station 4,
1445 WEST GATEWAY CIR S,05/11/2017 20:25:37,805,05/11/2017 20:28:41,05/11/2017 20:27:03,05/11/2017 20:27:55,05/11/2017 20:33:20,"Medical assist, assist EMS crew",C Shift,Fargo Station 4,
1720 UNIVERSITY DR S,05/11/2017 22:41:09,801,05/11/2017 22:50:45,05/11/2017 22:44:44,05/11/2017 22:45:23,05/11/2017 22:50:04,EMS Cancelled on Arrival,C Shift,Fargo Station 1,
3501 WESTRAC DR S,05/11/2017 22:53:35,805,05/11/2017 23:08:40,05/11/2017 22:53:49,05/11/2017 22:54:44,05/11/2017 22:57:37,"EMS call, excluding vehicle acci",C Shift,Fargo Station 5,
1128 22 ST S,05/12/2017 01:55:17,804,05/12/2017 02:02:25,05/12/2017 01:56:50,05/12/2017 01:58:07,05/12/2017 02:02:00,EMS Cancelled on Arrival,C Shift,Fargo Station 4,
801 38 ST S,05/12/2017 07:55:54,BATT2,05/12/2017 08:00:17,05/12/2017 07:56:19,05/12/2017 07:57:08,,Dispatched & canceled en route,B Shift,Fargo Station 5,
801 38 ST S,05/12/2017 07:55:54,TRUCK1,05/12/2017 07:58:34,05/12/2017 07:56:19,05/12/2017 07:57:44,,Dispatched & canceled en route,B Shift,Fargo Station 5,
801 38 ST S,05/12/2017 07:55:54,807,05/12/2017 07:58:30,05/12/2017 07:56:19,05/12/2017 07:57:28,,Dispatched & canceled en route,B Shift,Fargo Station 5,
801 38 ST S,05/12/2017 07:55:54,806,05/12/2017 08:00:07,05/12/2017 07:56:19,05/12/2017 07:58:05,,Dispatched & canceled en route,B Shift,Fargo Station 5,
801 38 ST S,05/12/2017 07:55:54,805,05/12/2017 07:58:31,05/12/2017 07:56:19,05/12/2017 07:57:15,,Dispatched & canceled en route,B Shift,Fargo Station 5,
801 38 ST S,05/12/2017 07:55:54,804,05/12/2017 07:58:30,05/12/2017 07:56:19,05/12/2017 07:57:21,,Dispatched & canceled en route,B Shift,Fargo Station 5,
3501 WESTRAC DR S,05/12/2017 09:49:52,805,05/12/2017 10:03:50,05/12/2017 09:50:31,05/12/2017 09:51:20,05/12/2017 09:54:03,"EMS call, excluding vehicle acci",B Shift,Fargo Station 5,
3634 22 ST S,05/12/2017 10:34:09,802,05/12/2017 10:50:29,05/12/2017 10:34:56,05/12/2017 10:35:42,05/12/2017 10:37:53,"EMS call, excluding vehicle acci",B Shift,Fargo Station 2,
2800 MAIN AVE,05/12/2017 10:54:14,BATT1,05/12/2017 10:59:18,05/12/2017 10:54:56,05/12/2017 10:58:00,05/12/2017 10:58:00,Sprinkler activation due to malf,B Shift,Fargo Station 4,
2800 MAIN AVE,05/12/2017 10:54:14,TRUCK1,05/12/2017 11:02:22,05/12/2017 10:54:56,05/12/2017 10:56:14,05/12/2017 10:58:00,Sprinkler activation due to malf,B Shift,Fargo Station 4,
2800 MAIN AVE,05/12/2017 10:54:14,806,05/12/2017 10:59:19,05/12/2017 10:54:56,05/12/2017 10:55:55,05/12/2017 10:58:00,Sprinkler activation due to malf,B Shift,Fargo Station 4,
2800 MAIN AVE,05/12/2017 10:54:14,805,05/12/2017 10:59:16,05/12/2017 10:54:56,05/12/2017 10:56:09,05/12/2017 10:58:00,Sprinkler activation due to malf,B Shift,Fargo Station 4,
2800 MAIN AVE,05/12/2017 10:54:14,804,05/12/2017 11:18:19,05/12/2017 10:54:56,05/12/2017 10:55:30,05/12/2017 10:58:00,Sprinkler activation due to malf,B Shift,Fargo Station 4,
2800 MAIN AVE,05/12/2017 10:54:14,801,05/12/2017 11:00:06,05/12/2017 10:54:56,05/12/2017 10:57:17,05/12/2017 10:58:00,Sprinkler activation due to malf,B Shift,Fargo Station 4,
2525 BROADWAY N,05/12/2017 11:14:34,803,05/12/2017 11:30:17,05/12/2017 11:15:25,05/12/2017 11:15:33,05/12/2017 11:18:44,Assist invalid,B Shift,Fargo Station 3,
1422 ALBRECHT BLVD N,05/12/2017 11:41:04,803,05/12/2017 12:03:47,05/12/2017 11:42:57,05/12/2017 11:43:37,05/12/2017 11:47:45,"EMS call, excluding vehicle acci",B Shift,Fargo Station 3,
4708 10 AVE S,05/12/2017 12:19:55,805,05/12/2017 12:38:14,05/12/2017 12:21:44,05/12/2017 12:22:30,05/12/2017 12:27:06,"EMS call, excluding vehicle acci",B Shift,Fargo Station 5,
 8 ST N /  NORTHERN PACIFIC AVE N,05/12/2017 12:24:33,BATT1,05/12/2017 12:30:36,05/12/2017 12:25:36,05/12/2017 12:26:34,05/12/2017 12:26:46,Motor vehicle accident with no i,B Shift,Fargo Station 1,
 8 ST N /  NORTHERN PACIFIC AVE N,05/12/2017 12:24:33,TRUCK1,05/12/2017 12:28:36,05/12/2017 12:25:36,,05/12/2017 12:26:46,Motor vehicle accident with no i,B Shift,Fargo Station 1,
 8 ST N /  NORTHERN PACIFIC AVE N,05/12/2017 12:24:33,804,05/12/2017 12:28:10,05/12/2017 12:25:36,05/12/2017 12:26:43,05/12/2017 12:26:46,Motor vehicle accident with no i,B Shift,Fargo Station 1,
 8 ST N /  NORTHERN PACIFIC AVE N,05/12/2017 12:24:33,801,05/12/2017 12:32:03,05/12/2017 12:25:36,05/12/2017 12:26:28,05/12/2017 12:26:46,Motor vehicle accident with no i,B Shift,Fargo Station 1,
1625 37 AVE S,05/12/2017 12:29:22,802,05/12/2017 13:04:11,05/12/2017 12:30:17,05/12/2017 12:30:56,05/12/2017 12:37:00,"EMS call, excluding vehicle acci",B Shift,Fargo Station 2,
4502 37 AVE S,05/12/2017 12:43:08,807,05/12/2017 12:46:45,05/12/2017 12:44:06,05/12/2017 12:44:53,,Emergency Medical cancelled en r,B Shift,Fargo Station 7,
3115 BROADWAY N,05/12/2017 13:29:44,803,05/12/2017 13:49:23,05/12/2017 13:31:19,05/12/2017 13:31:36,05/12/2017 13:34:32,"EMS call, excluding vehicle acci",B Shift,Fargo Station 3,
2626 EASTGATE DR S,05/12/2017 14:04:06,805,05/12/2017 14:21:55,05/12/2017 14:05:24,05/12/2017 14:06:09,05/12/2017 14:11:04,"Medical assist, assist EMS crew",B Shift,Fargo Station 4,
300 MAIN AVE,05/12/2017 14:09:09,801,05/12/2017 14:22:16,05/12/2017 14:09:49,05/12/2017 14:10:14,05/12/2017 14:10:49,"EMS call, excluding vehicle acci",B Shift,Fargo Station 1,
621 9 AVE N,05/12/2017 15:09:37,801,05/12/2017 15:16:25,05/12/2017 15:10:32,05/12/2017 15:10:44,05/12/2017 15:13:07,"Medical assist, assist EMS crew",B Shift,Fargo Station 1,
530 6 AVE N,05/12/2017 15:13:29,803,05/12/2017 15:16:25,05/12/2017 15:15:50,,05/12/2017 15:18:32,EMS Cancelled on Arrival,B Shift,Fargo Station 1,
530 6 AVE N,05/12/2017 15:13:29,801,05/12/2017 15:18:58,05/12/2017 15:16:40,05/12/2017 15:16:52,05/12/2017 15:18:32,EMS Cancelled on Arrival,B Shift,Fargo Station 1,
1830 42 ST S,05/12/2017 15:23:13,805,05/12/2017 16:19:45,05/12/2017 15:23:53,05/12/2017 15:24:37,05/12/2017 15:27:56,"EMS call, excluding vehicle acci",B Shift,Fargo Station 5,
1519 1 AVE S,05/12/2017 16:59:27,804,05/12/2017 17:05:28,05/12/2017 17:00:21,05/12/2017 17:01:03,05/12/2017 17:03:54,Emergency Medical cancelled en r,B Shift,Fargo Station 4,
3131 27 ST S,05/12/2017 18:08:24,802,05/12/2017 18:17:43,05/12/2017 18:11:35,05/12/2017 18:12:15,05/12/2017 18:14:52,EMS Cancelled on Arrival,B Shift,Fargo Station 2,
115 1/2 BROADWAY N,05/12/2017 19:08:55,801,05/12/2017 19:33:19,05/12/2017 19:10:42,05/12/2017 19:11:23,05/12/2017 19:12:45,"EMS call, excluding vehicle acci",B Shift,Fargo Station 1,
3234 43 ST S,05/12/2017 19:17:34,TRUCK2,05/12/2017 19:35:43,05/12/2017 19:22:37,05/12/2017 19:22:50,05/12/2017 19:26:24,No incident found on arrival at,B Shift,Fargo Station 7,
3234 43 ST S,05/12/2017 19:17:34,807,05/12/2017 19:21:25,05/12/2017 19:19:56,,05/12/2017 19:26:24,No incident found on arrival at,B Shift,Fargo Station 7,
1519 1 AVE S,05/12/2017 19:30:00,804,05/12/2017 19:39:37,05/12/2017 19:32:14,05/12/2017 19:33:04,05/12/2017 19:35:57,"EMS call, excluding vehicle acci",B Shift,Fargo Station 4,
915 44 ST S,05/12/2017 20:15:11,BATT2,05/12/2017 20:28:16,05/12/2017 20:18:34,05/12/2017 20:19:16,05/12/2017 20:25:18,"Local alarm system, malicious fa",B Shift,Fargo Station 5,
915 44 ST S,05/12/2017 20:15:11,TRUCK2,05/12/2017 20:28:16,05/12/2017 20:18:34,05/12/2017 20:20:04,05/12/2017 20:25:18,"Local alarm system, malicious fa",B Shift,Fargo Station 5,
915 44 ST S,05/12/2017 20:15:11,807,05/12/2017 20:28:19,05/12/2017 20:18:34,05/12/2017 20:19:45,05/12/2017 20:25:18,"Local alarm system, malicious fa",B Shift,Fargo Station 5,
915 44 ST S,05/12/2017 20:15:11,806,05/12/2017 20:28:09,05/12/2017 20:18:34,05/12/2017 20:19:48,05/12/2017 20:25:18,"Local alarm system, malicious fa",B Shift,Fargo Station 5,
915 44 ST S,05/12/2017 20:15:11,805,05/12/2017 20:31:37,05/12/2017 20:18:34,05/12/2017 20:19:33,05/12/2017 20:25:18,"Local alarm system, malicious fa",B Shift,Fargo Station 5,
915 44 ST S,05/12/2017 20:15:11,802,05/12/2017 20:28:16,05/12/2017 20:18:34,05/12/2017 20:19:27,05/12/2017 20:25:18,"Local alarm system, malicious fa",B Shift,Fargo Station 5,
409 4 ST N,05/12/2017 22:45:33,801,05/12/2017 22:58:00,05/12/2017 22:45:51,05/12/2017 22:46:34,05/12/2017 22:49:10,"EMS call, excluding vehicle acci",B Shift,Fargo Station 1,
400 BROADWAY N,05/12/2017 23:15:06,804,05/12/2017 23:20:05,05/12/2017 23:17:51,,05/12/2017 23:22:10,No incident found on arrival at,B Shift,Fargo Station 1,
400 BROADWAY N,05/12/2017 23:15:06,801,05/12/2017 23:28:16,05/12/2017 23:21:30,05/12/2017 23:21:41,05/12/2017 23:22:10,No incident found on arrival at,B Shift,Fargo Station 1,
1322 GATEWAY DR S,05/13/2017 00:30:02,804,05/13/2017 00:42:05,05/13/2017 00:34:23,05/13/2017 00:35:30,05/13/2017 00:39:32,EMS Cancelled on Arrival,B Shift,Fargo Station 4,
1818 2 AVE S,05/13/2017 00:41:03,804,05/13/2017 00:52:49,05/13/2017 00:42:10,05/13/2017 00:42:33,05/13/2017 00:47:18,EMS Cancelled on Arrival,B Shift,Fargo Station 4,
 25 ST S /  I 94,05/13/2017 02:46:02,BATT2,05/13/2017 02:53:44,05/13/2017 02:47:38,05/13/2017 02:48:43,05/13/2017 02:50:47,Motor vehicle accident with no i,B Shift,Fargo Station 2,
 25 ST S /  I 94,05/13/2017 02:46:02,TRUCK1,05/13/2017 02:57:38,05/13/2017 02:47:38,05/13/2017 02:48:30,05/13/2017 02:50:47,Motor vehicle accident with no i,B Shift,Fargo Station 2,
 25 ST S /  I 94,05/13/2017 02:46:02,805,05/13/2017 02:53:44,05/13/2017 02:47:38,05/13/2017 02:48:39,05/13/2017 02:50:47,Motor vehicle accident with no i,B Shift,Fargo Station 2,
 25 ST S /  I 94,05/13/2017 02:46:02,802,05/13/2017 02:58:26,05/13/2017 02:47:38,05/13/2017 02:48:53,05/13/2017 02:50:47,Motor vehicle accident with no i,B Shift,Fargo Station 2,
1251 54 AVE S,05/13/2017 05:05:48,802,05/13/2017 05:26:45,05/13/2017 05:06:52,05/13/2017 05:08:00,05/13/2017 05:14:44,"Medical assist, assist EMS crew",B Shift,Fargo Station 8,
2525 BROADWAY N,05/13/2017 05:52:32,803,05/13/2017 06:05:54,05/13/2017 05:54:29,05/13/2017 05:55:30,05/13/2017 05:58:18,Assist invalid,B Shift,Fargo Station 3,
5411 UNIVERSITY DR S,05/13/2017 07:51:14,802,05/13/2017 08:23:40,05/13/2017 07:52:01,05/13/2017 07:52:43,05/13/2017 08:00:34,"Medical assist, assist EMS crew",C Shift,Fargo Station 8,
5151 AMBER VALLEY PKWY S,05/13/2017 08:16:00,807,05/13/2017 08:42:40,05/13/2017 08:18:00,05/13/2017 08:19:00,05/13/2017 08:24:54,EMS Cancelled on Arrival,C Shift,Fargo Station 7,
1006 4 AVE S,05/13/2017 08:55:07,801,05/13/2017 09:10:50,05/13/2017 08:57:11,05/13/2017 08:57:34,05/13/2017 09:00:28,"EMS call, excluding vehicle acci",C Shift,Fargo Station 1,
342 20 ST N,05/13/2017 09:20:11,804,05/13/2017 09:31:29,05/13/2017 09:20:37,05/13/2017 09:21:26,05/13/2017 09:23:39,EMS Cancelled on Arrival,C Shift,Fargo Station 4,
 10 ST N /  NORTHERN PACIFIC AVE N,05/13/2017 09:36:45,TRUCK1,05/13/2017 09:47:37,05/13/2017 09:44:05,05/13/2017 09:45:01,05/13/2017 09:41:18,Motor vehicle accident with inju,C Shift,Fargo Station 1,
 10 ST N /  NORTHERN PACIFIC AVE N,05/13/2017 09:36:45,801,05/13/2017 10:28:07,05/13/2017 09:38:11,05/13/2017 09:39:10,05/13/2017 09:41:18,Motor vehicle accident with inju,C Shift,Fargo Station 1,
5300 12 ST S,05/13/2017 09:54:55,BATT2,05/13/2017 09:58:19,05/13/2017 09:56:06,05/13/2017 09:56:50,05/13/2017 10:02:50,"Smoke detector activation, no fi",C Shift,Fargo Station 8,
5300 12 ST S,05/13/2017 09:54:55,TRUCK2,05/13/2017 09:58:06,05/13/2017 09:56:06,05/13/2017 09:57:19,05/13/2017 10:02:50,"Smoke detector activation, no fi",C Shift,Fargo Station 8,
5300 12 ST S,05/13/2017 09:54:55,807,05/13/2017 09:57:57,05/13/2017 09:56:06,05/13/2017 09:56:36,05/13/2017 10:02:50,"Smoke detector activation, no fi",C Shift,Fargo Station 8,
5300 12 ST S,05/13/2017 09:54:55,805,05/13/2017 09:57:56,05/13/2017 09:56:06,05/13/2017 09:57:19,05/13/2017 10:02:50,"Smoke detector activation, no fi",C Shift,Fargo Station 8,
5300 12 ST S,05/13/2017 09:54:55,804,05/13/2017 09:58:15,05/13/2017 09:56:06,05/13/2017 09:57:20,05/13/2017 10:02:50,"Smoke detector activation, no fi",C Shift,Fargo Station 8,
5300 12 ST S,05/13/2017 09:54:55,802,05/13/2017 10:07:05,05/13/2017 09:56:06,05/13/2017 09:57:35,05/13/2017 10:02:50,"Smoke detector activation, no fi",C Shift,Fargo Station 8,
4235 9 AVENUE CIR S,05/13/2017 10:32:19,805,05/13/2017 10:39:39,05/13/2017 10:34:12,05/13/2017 10:35:03,05/13/2017 10:36:56,"EMS call, excluding vehicle acci",C Shift,Fargo Station 5,
33 FREMONT DR S,05/13/2017 10:43:04,802,05/13/2017 10:54:23,05/13/2017 10:43:52,05/13/2017 10:44:37,05/13/2017 10:46:06,"EMS call, excluding vehicle acci",C Shift,Fargo Station 2,
350 26 AVE N,05/13/2017 12:24:57,803,05/13/2017 12:41:48,05/13/2017 12:25:40,05/13/2017 12:26:15,05/13/2017 12:28:08,"EMS call, excluding vehicle acci",C Shift,Fargo Station 3,
 ROBERTS ST N /  4 AVE N,05/13/2017 12:34:51,801,05/13/2017 12:43:40,05/13/2017 12:36:26,05/13/2017 12:37:20,05/13/2017 12:39:44,"EMS call, excluding vehicle acci",C Shift,Fargo Station 1,
 45 ST S /  I 94,05/13/2017 12:44:27,BATT2,05/13/2017 12:58:39,05/13/2017 12:45:03,05/13/2017 12:45:48,05/13/2017 12:50:59,Motor vehicle accident with inju,C Shift,Fargo Station 5,
 45 ST S /  I 94,05/13/2017 12:44:27,TRUCK2,05/13/2017 12:48:34,05/13/2017 12:45:03,,05/13/2017 12:50:59,Motor vehicle accident with inju,C Shift,Fargo Station 5,
 45 ST S /  I 94,05/13/2017 12:44:27,TRUCK1,05/13/2017 12:53:10,05/13/2017 12:46:32,05/13/2017 12:48:27,05/13/2017 12:50:59,Motor vehicle accident with inju,C Shift,Fargo Station 5,
 45 ST S /  I 94,05/13/2017 12:44:27,807,05/13/2017 13:14:04,05/13/2017 12:45:03,05/13/2017 12:45:59,05/13/2017 12:50:59,Motor vehicle accident with inju,C Shift,Fargo Station 5,
 45 ST S /  I 94,05/13/2017 12:44:27,805,05/13/2017 13:14:04,05/13/2017 12:45:03,05/13/2017 12:46:14,05/13/2017 12:50:59,Motor vehicle accident with inju,C Shift,Fargo Station 5,
1625 14 ST N,05/13/2017 12:57:06,803,05/13/2017 13:16:39,05/13/2017 12:58:31,05/13/2017 12:59:13,05/13/2017 13:02:25,"EMS call, excluding vehicle acci",C Shift,Fargo Station 3,
725 42 ST S,05/13/2017 13:23:16,806,05/13/2017 13:26:53,05/13/2017 13:24:27,05/13/2017 13:25:01,05/13/2017 13:27:04,"EMS call, excluding vehicle acci",C Shift,Fargo Station 5,
725 42 ST S,05/13/2017 13:23:16,805,05/13/2017 13:40:22,05/13/2017 13:26:53,05/13/2017 13:27:01,05/13/2017 13:27:04,"EMS call, excluding vehicle acci",C Shift,Fargo Station 5,
1101 4 AVE N,05/13/2017 13:23:40,BATT1,05/13/2017 13:29:34,05/13/2017 13:24:06,05/13/2017 13:25:11,05/13/2017 13:27:20,"Smoke detector activation, no fi",C Shift,Fargo Station 1,
1101 4 AVE N,05/13/2017 13:23:40,TRUCK1,05/13/2017 13:29:35,05/13/2017 13:24:06,05/13/2017 13:25:17,05/13/2017 13:27:20,"Smoke detector activation, no fi",C Shift,Fargo Station 1,
1101 4 AVE N,05/13/2017 13:23:40,806,05/13/2017 13:29:35,05/13/2017 13:26:53,05/13/2017 13:27:28,05/13/2017 13:27:20,"Smoke detector activation, no fi",C Shift,Fargo Station 1,
